customer_id,first_name,last_name,phone,email,street,city,state,zip_code,extract_time,source,local
370,Jina,Cooper,not recorded,jina.cooper@aol.com,8947 W. Lexington Rd. ,Howard Beach,NY,11414,2024-04-28 19:23:08.863341,datalake,False
371,Loni,Duncan,not recorded,loni.duncan@gmail.com,80 Saxton Lane ,Rosedale,NY,11422,2024-04-28 19:23:08.863341,datalake,False
372,Collene,Roman,not recorded,collene.roman@aol.com,30 North Argyle Dr. ,Wappingers Falls,NY,12590,2024-04-28 19:23:08.863341,datalake,False
373,Mariette,Trevino,not recorded,mariette.trevino@aol.com,4 Border Court ,Utica,NY,13501,2024-04-28 19:23:08.863341,datalake,False
374,Candelaria,Coffey,not recorded,candelaria.coffey@aol.com,45 Newport Lane ,Merrick,NY,11566,2024-04-28 19:23:08.863341,datalake,False
375,Yan,Trevino,not recorded,yan.trevino@gmail.com,796 Jefferson Rd. ,Uniondale,NY,11553,2024-04-28 19:23:08.863341,datalake,False
376,Elanor,Patrick,not recorded,elanor.patrick@aol.com,51 Howard Ave. ,Victoria,TX,77904,2024-04-28 19:23:08.863341,datalake,False
377,Klara,Mosley,not recorded,klara.mosley@gmail.com,518 Devon Court ,Port Chester,NY,10573,2024-04-28 19:23:08.863341,datalake,False
378,Rosalba,O'neal,not recorded,rosalba.o'neal@yahoo.com,7517 Pennsylvania St. ,Mount Vernon,NY,10550,2024-04-28 19:23:08.863341,datalake,False
379,Mina,Carrillo,not recorded,mina.carrillo@aol.com,8659 Trenton Lane ,Uniondale,NY,11553,2024-04-28 19:23:08.863341,datalake,False
380,Alesia,Horne,not recorded,alesia.horne@aol.com,9229 Amherst Lane ,Selden,NY,11784,2024-04-28 19:23:08.863341,datalake,False
381,Kristen,Alvarez,not recorded,kristen.alvarez@aol.com,9778 North River St. ,Bronx,NY,10451,2024-04-28 19:23:08.863341,datalake,False
382,Collin,Webster,not recorded,collin.webster@aol.com,475 Cottage Rd. ,Howard Beach,NY,11414,2024-04-28 19:23:08.863341,datalake,False
383,Ashlee,Pena,not recorded,ashlee.pena@aol.com,966 Highland St. ,Whitestone,NY,11357,2024-04-28 19:23:08.863341,datalake,False
384,Aimee,Merritt,not recorded,aimee.merritt@yahoo.com,537 East Meadowbrook St. ,Flushing,NY,11354,2024-04-28 19:23:08.863341,datalake,False
385,Rochelle,Ward,not recorded,rochelle.ward@yahoo.com,7855 La Sierra Street ,Glendora,CA,91740,2024-04-28 19:23:08.863341,datalake,False
386,Nelle,Beck,not recorded,nelle.beck@aol.com,8998 Wakehurst Drive ,Upland,CA,91784,2024-04-28 19:23:08.863341,datalake,False
387,Kaila,Walters,not recorded,kaila.walters@msn.com,57 Gates Drive ,Elmhurst,NY,11373,2024-04-28 19:23:08.863341,datalake,False
388,Aleta,Stone,not recorded,aleta.stone@aol.com,8 Elm Dr. ,Whitestone,NY,11357,2024-04-28 19:23:08.863341,datalake,False
389,Leif,Short,not recorded,leif.short@gmail.com,962 Carpenter Ave. ,San Angelo,TX,76901,2024-04-28 19:23:08.863341,datalake,False
390,Lorrie,Pollard,not recorded,lorrie.pollard@yahoo.com,7834 Shore Ave. ,Ronkonkoma,NY,11779,2024-04-28 19:23:08.863341,datalake,False
391,Vernita,Ball,not recorded,vernita.ball@gmail.com,126 Arnold Dr. ,Los Banos,CA,93635,2024-04-28 19:23:08.863341,datalake,False
392,Cyndi,Bush,not recorded,cyndi.bush@gmail.com,18 Smoky Hollow Drive ,Elmhurst,NY,11373,2024-04-28 19:23:08.863341,datalake,False
393,Gertrude,Terry,not recorded,gertrude.terry@hotmail.com,34 Airport Dr. ,Upland,CA,91784,2024-04-28 19:23:08.863341,datalake,False
394,Virgen,Clemons,not recorded,virgen.clemons@gmail.com,354 Cactus Drive ,South El Monte,CA,91733,2024-04-28 19:23:08.863341,datalake,False
395,Fairy,Robinson,not recorded,fairy.robinson@msn.com,8837 Joy Ridge St. ,Liverpool,NY,13090,2024-04-28 19:23:08.863341,datalake,False
396,Laverna,Hernandez,not recorded,laverna.hernandez@hotmail.com,34 South Longfellow St. ,Niagara Falls,NY,14304,2024-04-28 19:23:08.863341,datalake,False
397,Jeannie,Wilcox,not recorded,jeannie.wilcox@yahoo.com,7744 Miles Dr. ,Franklin Square,NY,11010,2024-04-28 19:23:08.863341,datalake,False
398,Suellen,Mercado,not recorded,suellen.mercado@yahoo.com,3 Taylor Drive ,Sunnyside,NY,11104,2024-04-28 19:23:08.863341,datalake,False
399,Bart,Hess,not recorded,bart.hess@aol.com,799 N. Maiden Street ,Kingston,NY,12401,2024-04-28 19:23:08.863341,datalake,False
400,Alfredo,Dodson,not recorded,alfredo.dodson@hotmail.com,8960 Glenholme Dr. ,Depew,NY,14043,2024-04-28 19:23:08.863341,datalake,False
401,Shaunda,Barnett,not recorded,shaunda.barnett@gmail.com,9366 San Carlos Lane ,Longview,TX,75604,2024-04-28 19:23:08.863341,datalake,False
402,Kerrie,Morton,not recorded,kerrie.morton@hotmail.com,8772 State St. ,Pittsford,NY,14534,2024-04-28 19:23:08.863341,datalake,False
403,Elouise,Fry,not recorded,elouise.fry@aol.com,49 Bohemia Street ,Canyon Country,CA,91387,2024-04-28 19:23:08.863341,datalake,False
404,Augustus,Steele,not recorded,augustus.steele@aol.com,7474 N. Orchard St. ,Ballston Spa,NY,12020,2024-04-28 19:23:08.863341,datalake,False
405,Greta,Page,not recorded,greta.page@hotmail.com,8316 Augusta Drive ,Commack,NY,11725,2024-04-28 19:23:08.863341,datalake,False
406,Kerrie,O'neill,not recorded,kerrie.o'neill@gmail.com,69 Wellington Ave. ,Shirley,NY,11967,2024-04-28 19:23:08.863341,datalake,False
407,Dannette,Guerrero,not recorded,dannette.guerrero@gmail.com,68 Carriage Street ,San Pablo,CA,94806,2024-04-28 19:23:08.863341,datalake,False
408,Edra,Fitzgerald,not recorded,edra.fitzgerald@msn.com,8892 Birchwood St. ,Central Islip,NY,11722,2024-04-28 19:23:08.863341,datalake,False
409,Jerome,Bolton,not recorded,jerome.bolton@msn.com,9921 Argyle Street ,Carmel,NY,10512,2024-04-28 19:23:08.863341,datalake,False
410,Conception,Slater,not recorded,conception.slater@gmail.com,5 Sunset Street ,Bellmore,NY,11710,2024-04-28 19:23:08.863341,datalake,False
411,Octavia,Case,(212) 171-1335,octavia.case@aol.com,40 Charles Road ,New York,NY,10002,2024-04-28 19:23:08.863341,datalake,False
412,Dexter,Roberts,not recorded,dexter.roberts@gmail.com,84 Thatcher Court ,Sunnyside,NY,11104,2024-04-28 19:23:08.863341,datalake,False
413,Ginette,Edwards,not recorded,ginette.edwards@hotmail.com,9262 NW. Center Ave. ,Baldwin,NY,11510,2024-04-28 19:23:08.863341,datalake,True
414,Romaine,Haley,not recorded,romaine.haley@aol.com,737 Edgefield Drive ,Ithaca,NY,14850,2024-04-28 19:23:08.863341,datalake,False
415,Gwendolyn,Miller,not recorded,gwendolyn.miller@msn.com,90 Fordham Ave. ,Harlingen,TX,78552,2024-04-28 19:23:08.863341,datalake,False
416,Luke,Fuller,(516) 363-2253,luke.fuller@hotmail.com,576 Cleveland Lane ,Hempstead,NY,11550,2024-04-28 19:23:08.863341,datalake,False
417,Zoraida,Patton,not recorded,zoraida.patton@aol.com,95 Grand Dr. ,Huntington Station,NY,11746,2024-04-28 19:23:08.863341,datalake,False
418,Georgeanna,Webster,(805) 885-8830,georgeanna.webster@msn.com,40 Creekside Circle ,Oxnard,CA,93035,2024-04-28 19:23:08.863341,datalake,False
419,Krystin,Marshall,not recorded,krystin.marshall@hotmail.com,10 Old Proctor Lane ,Poughkeepsie,NY,12601,2024-04-28 19:23:08.863341,datalake,False
420,Vince,Schneider,not recorded,vince.schneider@hotmail.com,473 Corona Ave. ,Merrick,NY,11566,2024-04-28 19:23:08.863341,datalake,False
421,Iola,Rasmussen,not recorded,iola.rasmussen@yahoo.com,283 N. Manor Station Dr. ,Monroe,NY,10950,2024-04-28 19:23:08.863341,datalake,False
422,Valery,Saunders,not recorded,valery.saunders@msn.com,42 Marlborough St. ,Victoria,TX,77904,2024-04-28 19:23:08.863341,datalake,False
423,Johna,Powers,not recorded,johna.powers@hotmail.com,379 Central Ave. ,Deer Park,NY,11729,2024-04-28 19:23:08.863341,datalake,False
424,Charleen,Hurst,not recorded,charleen.hurst@yahoo.com,87 Country Avenue ,Utica,NY,13501,2024-04-28 19:23:08.863341,datalake,False
425,Augustina,Joyner,not recorded,augustina.joyner@aol.com,7931 Honey Creek Court ,Mount Vernon,NY,10550,2024-04-28 19:23:08.863341,datalake,False
426,Daisy,Ward,not recorded,daisy.ward@msn.com,45 Silver Spear Ave. ,Pomona,CA,91768,2024-04-28 19:23:08.863341,datalake,False
427,Latonya,Dixon,not recorded,latonya.dixon@hotmail.com,9399 Evergreen Street ,Garland,TX,75043,2024-04-28 19:23:08.863341,datalake,False
428,Hipolito,Padilla,not recorded,hipolito.padilla@hotmail.com,311 E. Rose Avenue ,New Rochelle,NY,10801,2024-04-28 19:23:08.863341,datalake,False
429,Emmett,Casey,not recorded,emmett.casey@yahoo.com,893 Logan St. ,Valley Stream,NY,11580,2024-04-28 19:23:08.863341,datalake,False
430,Kandi,Mcneil,not recorded,kandi.mcneil@msn.com,402 Border Street ,Massapequa Park,NY,11762,2024-04-28 19:23:08.863341,datalake,False
431,Luciano,Marsh,not recorded,luciano.marsh@aol.com,7685 South Willow Drive ,Bellmore,NY,11710,2024-04-28 19:23:08.863341,datalake,False
432,Julius,Holt,not recorded,julius.holt@aol.com,386 Lower River Street ,East Meadow,NY,11554,2024-04-28 19:23:08.863341,datalake,False
433,Holly,Nieves,not recorded,holly.nieves@aol.com,60 Cleveland St. ,Longview,TX,75604,2024-04-28 19:23:08.863341,datalake,False
434,Douglass,Little,not recorded,douglass.little@hotmail.com,294 Harvey Drive ,Duarte,CA,91010,2024-04-28 19:23:08.863341,datalake,False
435,Izola,Hobbs,not recorded,izola.hobbs@gmail.com,685 Beacon Dr. ,Woodhaven,NY,11421,2024-04-28 19:23:08.863341,datalake,False
436,Honey,Camacho,not recorded,honey.camacho@gmail.com,934 2nd St. ,Bayside,NY,11361,2024-04-28 19:23:08.863341,datalake,False
437,Laureen,Barry,not recorded,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,2024-04-28 19:23:08.863341,datalake,False
438,Katharine,Herrera,not recorded,katharine.herrera@hotmail.com,395 SE. Branch St. ,Queensbury,NY,12804,2024-04-28 19:23:08.863341,datalake,False
439,Sunshine,Rosario,not recorded,sunshine.rosario@aol.com,1 Chestnut Lane ,Jamaica,NY,11432,2024-04-28 19:23:08.863341,datalake,False
440,Yevette,Todd,not recorded,yevette.todd@aol.com,119 Lakewood Rd. ,Ballston Spa,NY,12020,2024-04-28 19:23:08.863341,datalake,False
441,Dorthea,Walker,not recorded,dorthea.walker@aol.com,11 Third St. ,Port Washington,NY,11050,2024-04-28 19:23:08.863341,datalake,False
442,Alane,Munoz,(914) 706-7576,alane.munoz@gmail.com,8 Strawberry Dr. ,Yonkers,NY,10701,2024-04-28 19:23:08.863341,datalake,False
443,Ayana,Keith,(805) 230-2101,ayana.keith@hotmail.com,182 Thorne Road ,Oxnard,CA,93035,2024-04-28 19:23:08.863341,datalake,False
444,Caridad,Compton,not recorded,caridad.compton@aol.com,9575 SW. Kingston Court ,San Lorenzo,CA,94580,2024-04-28 19:23:08.863341,datalake,False
445,Earline,Ballard,not recorded,earline.ballard@hotmail.com,939 Lyme Road ,Mount Vernon,NY,10550,2024-04-28 19:23:08.863341,datalake,False
446,Nathanael,Bradley,not recorded,nathanael.bradley@aol.com,58 Third St. ,Amsterdam,NY,12010,2024-04-28 19:23:08.863341,datalake,False
447,Chasidy,Tran,not recorded,chasidy.tran@msn.com,9286 Anderson Street ,Vista,CA,92083,2024-04-28 19:23:08.863341,datalake,False
448,Janella,Bright,(507) 616-2958,janella.bright@aol.com,7317 Tower Dr. ,Rochester,NY,14606,2024-04-28 19:23:08.863341,datalake,False
449,Josie,Schultz,not recorded,josie.schultz@hotmail.com,225 Mammoth Street ,Canyon Country,CA,91387,2024-04-28 19:23:08.863341,datalake,False
450,Ellsworth,Michael,not recorded,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,2024-04-28 19:23:08.863341,datalake,False
451,Jennette,Wooten,not recorded,jennette.wooten@msn.com,8221 Bow Ridge Lane ,Rowlett,TX,75088,2024-04-28 19:23:08.863341,datalake,True
452,Cassandra,Nichols,not recorded,cassandra.nichols@yahoo.com,4 Glenwood Circle ,Hicksville,NY,11801,2024-04-28 19:23:08.863341,datalake,False
453,Courtney,Wyatt,not recorded,courtney.wyatt@gmail.com,369 Arrowhead St. ,Garden City,NY,11530,2024-04-28 19:23:08.863341,datalake,False
454,Terese,Palmer,not recorded,terese.palmer@hotmail.com,8 Sugar Drive ,Bay Shore,NY,11706,2024-04-28 19:23:08.863341,datalake,False
455,Sherita,Cherry,not recorded,sherita.cherry@gmail.com,9636 Old Cedarwood Street ,Liverpool,NY,13090,2024-04-28 19:23:08.863341,datalake,False
456,Serina,Hensley,not recorded,serina.hensley@yahoo.com,53 Proctor Drive ,Jamaica,NY,11432,2024-04-28 19:23:08.863341,datalake,False
457,Jeni,Farley,not recorded,jeni.farley@aol.com,4 Mill Lane ,Richmond Hill,NY,11418,2024-04-28 19:23:08.863341,datalake,False
458,Everett,Vega,not recorded,everett.vega@yahoo.com,7859 James Ave. ,Holbrook,NY,11741,2024-04-28 19:23:08.863341,datalake,False
459,Latosha,Dalton,(661) 529-4501,latosha.dalton@yahoo.com,59 E. Wintergreen Ave. ,Bakersfield,CA,93306,2024-04-28 19:23:08.863341,datalake,False
460,Romelia,Myers,not recorded,romelia.myers@msn.com,8630 Brook St. ,Garden City,NY,11530,2024-04-28 19:23:08.863341,datalake,False
461,Effie,Jenkins,(631) 477-1277,effie.jenkins@msn.com,75 South Glen Eagles Court ,Brentwood,NY,11717,2024-04-28 19:23:08.863341,datalake,False
462,Efren,Oliver,not recorded,efren.oliver@gmail.com,9343 1st Rd. ,Nanuet,NY,10954,2024-04-28 19:23:08.863341,datalake,False
463,Jerlene,Rios,not recorded,jerlene.rios@yahoo.com,32 Griffin St. ,Plainview,NY,11803,2024-04-28 19:23:08.863341,datalake,False
464,Bess,Mcbride,not recorded,bess.mcbride@yahoo.com,9832 Winchester St. ,Garden City,NY,11530,2024-04-28 19:23:08.863341,datalake,False
465,Birdie,Kramer,(248) 725-2174,birdie.kramer@hotmail.com,311 Newcastle Dr. ,Troy,NY,12180,2024-04-28 19:23:08.863341,datalake,False
466,Collen,Hayes,not recorded,collen.hayes@yahoo.com,117 Eagle St. ,Smithtown,NY,11787,2024-04-28 19:23:08.863341,datalake,False
467,Clare,Neal,not recorded,clare.neal@msn.com,8922 Shady Ave. ,Mahopac,NY,10541,2024-04-28 19:23:08.863341,datalake,False
468,Jeanett,Herman,not recorded,jeanett.herman@hotmail.com,839 East Arch Street ,Lindenhurst,NY,11757,2024-04-28 19:23:08.863341,datalake,False
469,Micki,Rutledge,not recorded,micki.rutledge@aol.com,9868 Marvon Street ,Richmond Hill,NY,11418,2024-04-28 19:23:08.863341,datalake,False
470,Loise,Walker,not recorded,loise.walker@aol.com,201 Glen Eagles St. ,Shirley,NY,11967,2024-04-28 19:23:08.863341,datalake,False
471,Burma,Summers,not recorded,burma.summers@yahoo.com,890 East Elmwood Street ,Freeport,NY,11520,2024-04-28 19:23:08.863341,datalake,False
472,Myron,Ruiz,not recorded,myron.ruiz@gmail.com,45 Shadow Brook Lane ,Amityville,NY,11701,2024-04-28 19:23:08.863341,datalake,False
473,Lashawna,Richardson,not recorded,lashawna.richardson@hotmail.com,9920 Purple Finch St. ,Baldwin,NY,11510,2024-04-28 19:23:08.863341,datalake,True
474,Lavern,Orr,not recorded,lavern.orr@hotmail.com,913 N. Young Street ,Webster,NY,14580,2024-04-28 19:23:08.863341,datalake,False
475,Alec,Peck,not recorded,alec.peck@hotmail.com,4 W. Belmont St. ,Victoria,TX,77904,2024-04-28 19:23:08.863341,datalake,False
476,Christopher,Richardson,not recorded,christopher.richardson@gmail.com,7846 Windfall Dr. ,Santa Cruz,CA,95060,2024-04-28 19:23:08.863341,datalake,True
477,Arminda,Weber,not recorded,arminda.weber@yahoo.com,6 Hill Field St. ,Bellmore,NY,11710,2024-04-28 19:23:08.863341,datalake,False
478,Emmett,Hahn,not recorded,emmett.hahn@hotmail.com,7727 6th St. ,Freeport,NY,11520,2024-04-28 19:23:08.863341,datalake,False
479,Gertha,Mejia,not recorded,gertha.mejia@yahoo.com,518 Orchard St. ,Flushing,NY,11354,2024-04-28 19:23:08.863341,datalake,False
480,Garland,Weaver,not recorded,garland.weaver@gmail.com,7161 Goldfield Court ,Amsterdam,NY,12010,2024-04-28 19:23:08.863341,datalake,False
481,Jayson,Rutledge,not recorded,jayson.rutledge@yahoo.com,8672 Coffee St. ,Lake Jackson,TX,77566,2024-04-28 19:23:08.863341,datalake,False
482,Narcisa,Knapp,not recorded,narcisa.knapp@aol.com,435 Dogwood Dr. ,Amarillo,TX,79106,2024-04-28 19:23:08.863341,datalake,False
483,Gayla,Sims,not recorded,gayla.sims@gmail.com,98 Hall Street ,Lindenhurst,NY,11757,2024-04-28 19:23:08.863341,datalake,False
484,Chelsey,Boyd,not recorded,chelsey.boyd@yahoo.com,9569 Birchpond Ave. ,Euless,TX,76039,2024-04-28 19:23:08.863341,datalake,False
485,Catherine,Miles,not recorded,catherine.miles@msn.com,7189 Elm Dr. ,East Elmhurst,NY,11369,2024-04-28 19:23:08.863341,datalake,False
486,Valeri,Marshall,not recorded,valeri.marshall@hotmail.com,494 East Brewery Dr. ,East Meadow,NY,11554,2024-04-28 19:23:08.863341,datalake,False
487,Grace,Madden,not recorded,grace.madden@gmail.com,606 East Rocky River St. ,San Pablo,CA,94806,2024-04-28 19:23:08.863341,datalake,False
488,Joaquin,Hawkins,(657) 557-1746,joaquin.hawkins@aol.com,3 Oklahoma Lane ,Anaheim,CA,92806,2024-04-28 19:23:08.863341,datalake,False
489,Kirstie,Vazquez,not recorded,kirstie.vazquez@gmail.com,8006 Rockland Ave. ,Saratoga Springs,NY,12866,2024-04-28 19:23:08.863341,datalake,False
490,Yu,Mcdonald,not recorded,yu.mcdonald@aol.com,784 Pheasant Rd. ,Ossining,NY,10562,2024-04-28 19:23:08.863341,datalake,False
491,Celestine,Jacobs,not recorded,celestine.jacobs@gmail.com,87 Hanover Rd. ,Massapequa,NY,11758,2024-04-28 19:23:08.863341,datalake,False
492,Justa,Thompson,not recorded,justa.thompson@aol.com,43 Manor Ave. ,Corona,NY,11368,2024-04-28 19:23:08.863341,datalake,False
493,Lise,Alvarado,not recorded,lise.alvarado@gmail.com,9816 Newcastle Dr. ,Hamburg,NY,14075,2024-04-28 19:23:08.863341,datalake,False
494,Pearl,Fox,not recorded,pearl.fox@yahoo.com,9415 Honey Creek Dr. ,Uniondale,NY,11553,2024-04-28 19:23:08.863341,datalake,False
495,Travis,Goodman,not recorded,travis.goodman@yahoo.com,65 Rockcrest Dr. ,Los Banos,CA,93635,2024-04-28 19:23:08.863341,datalake,False
496,Shu,Mays,not recorded,shu.mays@gmail.com,996 St Margarets Lane ,Astoria,NY,11102,2024-04-28 19:23:08.863341,datalake,False
497,Ezra,Fowler,not recorded,ezra.fowler@hotmail.com,16 Pearl St. ,Nanuet,NY,10954,2024-04-28 19:23:08.863341,datalake,False
498,Edda,Young,not recorded,edda.young@gmail.com,50 S. Airport Street ,North Tonawanda,NY,14120,2024-04-28 19:23:08.863341,datalake,False
499,Lidia,Ashley,not recorded,lidia.ashley@hotmail.com,8436 Meadow St. ,Baldwinsville,NY,13027,2024-04-28 19:23:08.863341,datalake,False
500,Moira,Lester,not recorded,moira.lester@msn.com,496 Greystone Court ,Jackson Heights,NY,11372,2024-04-28 19:23:08.863341,datalake,False
501,Tony,Hicks,(657) 260-6783,tony.hicks@gmail.com,226 Carriage Street ,Anaheim,CA,92806,2024-04-28 19:23:08.863341,datalake,False
502,Malinda,Baxter,not recorded,malinda.baxter@yahoo.com,7698 Briarwood Ave. ,Whitestone,NY,11357,2024-04-28 19:23:08.863341,datalake,False
503,Marlo,Jefferson,not recorded,marlo.jefferson@gmail.com,39 Trenton Rd. ,Niagara Falls,NY,14304,2024-04-28 19:23:08.863341,datalake,False
504,Tiana,Henderson,not recorded,tiana.henderson@aol.com,62 Orange St. ,Franklin Square,NY,11010,2024-04-28 19:23:08.863341,datalake,False
505,Wilda,Petersen,not recorded,wilda.petersen@aol.com,899 Helen St. ,Jamaica,NY,11432,2024-04-28 19:23:08.863341,datalake,False
506,Irving,Pitts,not recorded,irving.pitts@msn.com,346 College Court ,Torrance,CA,90505,2024-04-28 19:23:08.863341,datalake,False
507,Sheree,Pena,not recorded,sheree.pena@yahoo.com,822 Virginia Court ,Staten Island,NY,10301,2024-04-28 19:23:08.863341,datalake,False
508,Vance,Taylor,(717) 218-5607,vance.taylor@msn.com,8279 Military Dr. ,Lancaster,NY,14086,2024-04-28 19:23:08.863341,datalake,False
509,Terra,Pickett,not recorded,terra.pickett@aol.com,7822 Depot Avenue ,Amsterdam,NY,12010,2024-04-28 19:23:08.863341,datalake,False
510,Faustino,Delacruz,not recorded,faustino.delacruz@msn.com,88 West Greenview Street ,South Richmond Hill,NY,11419,2024-04-28 19:23:08.863341,datalake,False
511,Julienne,Moody,(682) 841-4643,julienne.moody@hotmail.com,35 South Oxford Rd. ,Fort Worth,TX,76110,2024-04-28 19:23:08.863341,datalake,False
512,Hee,Greer,not recorded,hee.greer@hotmail.com,41 North Garfield Ave. ,Selden,NY,11784,2024-04-28 19:23:08.863341,datalake,False
513,Whitney,Cash,not recorded,whitney.cash@gmail.com,8 Surrey Street ,Hamburg,NY,14075,2024-04-28 19:23:08.863341,datalake,False
514,Clarita,Curry,not recorded,clarita.curry@hotmail.com,661 Tanglewood Street ,Hollis,NY,11423,2024-04-28 19:23:08.863341,datalake,False
515,Reita,Dickson,not recorded,reita.dickson@hotmail.com,7506 Mechanic Dr. ,Scarsdale,NY,10583,2024-04-28 19:23:08.863341,datalake,False
516,Rosa,Kinney,not recorded,rosa.kinney@yahoo.com,330 Highland Drive ,Brooklyn,NY,11201,2024-04-28 19:23:08.863341,datalake,False
517,Buford,Gilbert,not recorded,buford.gilbert@yahoo.com,9 East Ketch Harbour Street ,Bellmore,NY,11710,2024-04-28 19:23:08.863341,datalake,False
518,Homer,Powers,not recorded,homer.powers@msn.com,8207 East El Dorado Ave. ,Palos Verdes Peninsula,CA,90274,2024-04-28 19:23:08.863341,datalake,False
519,Rudolf,Gilliam,not recorded,rudolf.gilliam@aol.com,17 Marlborough Circle ,Palos Verdes Peninsula,CA,90274,2024-04-28 19:23:08.863341,datalake,False
520,Andreas,Herman,not recorded,andreas.herman@msn.com,456 Rock Creek Street ,Mount Vernon,NY,10550,2024-04-28 19:23:08.863341,datalake,False
521,Max,Charles,not recorded,max.charles@gmail.com,695 St Paul Street ,Glen Cove,NY,11542,2024-04-28 19:23:08.863341,datalake,False
522,Tammera,Fischer,(510) 534-8845,tammera.fischer@hotmail.com,405 Olive St. ,Oakland,CA,94603,2024-04-28 19:23:08.863341,datalake,False
523,Joshua,Robertson,not recorded,joshua.robertson@gmail.com,81 Campfire Court ,Patchogue,NY,11772,2024-04-28 19:23:08.863341,datalake,False
524,Larraine,Horn,not recorded,larraine.horn@msn.com,368 South Summerhouse Dr. ,Utica,NY,13501,2024-04-28 19:23:08.863341,datalake,False
525,Andreas,Mayer,not recorded,andreas.mayer@hotmail.com,8577 Galvin Circle ,New Rochelle,NY,10801,2024-04-28 19:23:08.863341,datalake,False
526,Lazaro,Moran,not recorded,lazaro.moran@gmail.com,83 E. Buttonwood Street ,Sugar Land,TX,77478,2024-04-28 19:23:08.863341,datalake,False
527,Afton,Juarez,not recorded,afton.juarez@gmail.com,8330 Riverview Drive ,Coram,NY,11727,2024-04-28 19:23:08.863341,datalake,False
528,Angele,Schroeder,(845) 804-6312,angele.schroeder@yahoo.com,33 S. Shadow Brook Street ,New City,NY,10956,2024-04-28 19:23:08.863341,datalake,False
529,Ellena,Clements,not recorded,ellena.clements@aol.com,7918 Mulberry Street ,Santa Monica,CA,90403,2024-04-28 19:23:08.863341,datalake,False
530,Selene,Austin,not recorded,selene.austin@msn.com,9042 Linda Circle ,Duarte,CA,91010,2024-04-28 19:23:08.863341,datalake,False
531,Kimberely,Bowen,(248) 199-2582,kimberely.bowen@hotmail.com,88 Belmont Street ,Troy,NY,12180,2024-04-28 19:23:08.863341,datalake,False
532,Mia,Delgado,not recorded,mia.delgado@yahoo.com,850 Wakehurst Drive ,Coachella,CA,92236,2024-04-28 19:23:08.863341,datalake,False
533,Garret,Clay,(361) 687-9477,garret.clay@yahoo.com,9516 College Drive ,Corpus Christi,TX,78418,2024-04-28 19:23:08.863341,datalake,False
534,Alejandro,Haney,not recorded,alejandro.haney@msn.com,3 Griffin Street ,Wantagh,NY,11793,2024-04-28 19:23:08.863341,datalake,False
535,Inge,Olsen,(562) 719-5041,inge.olsen@msn.com,295 Iroquois Rd. ,Long Beach,NY,11561,2024-04-28 19:23:08.863341,datalake,False
536,Christiane,Bradford,not recorded,christiane.bradford@gmail.com,9043 Woodland Ave. ,Orchard Park,NY,14127,2024-04-28 19:23:08.863341,datalake,False
537,Carter,Bentley,not recorded,carter.bentley@yahoo.com,145 North Bridle Ave. ,Carmel,NY,10512,2024-04-28 19:23:08.863341,datalake,False
538,Sherie,Ayala,not recorded,sherie.ayala@msn.com,5 Beech Ave. ,South El Monte,CA,91733,2024-04-28 19:23:08.863341,datalake,False
539,Jamika,Acevedo,not recorded,jamika.acevedo@yahoo.com,8027 NW. Poplar St. ,Ozone Park,NY,11417,2024-04-28 19:23:08.863341,datalake,False
540,Shery,Randolph,not recorded,shery.randolph@hotmail.com,602 Laurel Street ,Ontario,CA,91762,2024-04-28 19:23:08.863341,datalake,False
541,Lanita,Burton,not recorded,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,2024-04-28 19:23:08.863341,datalake,False
542,Timothy,Byers,not recorded,timothy.byers@msn.com,8645 Devonshire Lane ,Ronkonkoma,NY,11779,2024-04-28 19:23:08.863341,datalake,False
543,Jasmin,Young,not recorded,jasmin.young@gmail.com,337 Beach Street ,Helotes,TX,78023,2024-04-28 19:23:08.863341,datalake,False
544,Catarina,Mendez,not recorded,catarina.mendez@hotmail.com,444 Hanover Court ,West Islip,NY,11795,2024-04-28 19:23:08.863341,datalake,False
545,Tajuana,Rollins,not recorded,tajuana.rollins@msn.com,724 N. Glen Creek Street ,Oswego,NY,13126,2024-04-28 19:23:08.863341,datalake,False
546,Thad,Castro,(631) 943-1407,thad.castro@msn.com,71 Surrey Ave. ,Brentwood,NY,11717,2024-04-28 19:23:08.863341,datalake,False
547,Tena,Huber,not recorded,tena.huber@gmail.com,185 East Littleton St. ,Newburgh,NY,12550,2024-04-28 19:23:08.863341,datalake,False
548,Dori,Alvarez,not recorded,dori.alvarez@msn.com,8208 Brandywine St. ,Kingston,NY,12401,2024-04-28 19:23:08.863341,datalake,False
549,Elmo,Arnold,(562) 841-9339,elmo.arnold@aol.com,7616 Lyme Rd. ,Long Beach,NY,11561,2024-04-28 19:23:08.863341,datalake,False
550,Felicidad,Golden,not recorded,felicidad.golden@yahoo.com,9712 Coffee Ave. ,Lockport,NY,14094,2024-04-28 19:23:08.863341,datalake,False
551,Jenine,Crane,(682) 183-6555,jenine.crane@msn.com,7381 Alderwood Drive ,Fort Worth,TX,76110,2024-04-28 19:23:08.863341,datalake,False
